Topic,Topic.1,Topic.2,Topic.3,Topic.4,Topic.5,Topic.6,Topic.7,Topic.8,Topic.9
2.7e-4,0.04072,0.08157,2.7e-4,2.7e-4,2.7e-4,2.7e-4,2.7e-4,0.75946,0.11664
1.6e-4,1.6e-4,1.6e-4,1.6e-4,0.02677,1.6e-4,1.6e-4,0.45343,0.17794,0.34092
0.98816,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132
3.9e-4,0.62779,0.13917,3.9e-4,3.9e-4,3.9e-4,3.9e-4,3.9e-4,0.23028,3.9e-4
0.68902,6.1e-4,6.1e-4,6.1e-4,0.08597,6.1e-4,6.1e-4,6.1e-4,0.22072,6.1e-4
0.01,0.01,0.90998,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.93142,3.3e-4,3.3e-4,3.3e-4,0.03288,3.3e-4,0.03338,3.3e-4,3.3e-4,3.3e-4
0.56653,4.5e-4,0.29347,4.5e-4,0.1082,4.5e-4,4.5e-4,0.02907,4.5e-4,4.5e-4
0.00106,0.00106,0.00106,0.00106,0.38563,0.00106,0.00106,0.00106,0.60586,0.00106
7.6e-4,7.6e-4,0.08596,0.2451,0.22293,7.6e-4,0.0958,7.6e-4,0.34639,7.6e-4
0.98175,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.01077,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005
0.07669,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,0.92254
6.4e-4,6.4e-4,6.4e-4,0.55098,0.06797,0.37659,6.4e-4,6.4e-4,6.4e-4,6.4e-4
0.14181,4.7e-4,4.7e-4,4.7e-4,0.38745,4.7e-4,0.02878,4.7e-4,0.43916,4.7e-4
1.5e-4,0.27009,1.5e-4,1.5e-4,1.5e-4,0.31075,1.5e-4,1.5e-4,0.29588,0.12236
8.1e-4,0.16563,8.1e-4,0.26731,0.56141,8.1e-4,8.1e-4,8.1e-4,8.1e-4,8.1e-4
2.6e-4,2.6e-4,2.6e-4,2.6e-4,2.6e-4,0.99766,2.6e-4,2.6e-4,2.6e-4,2.6e-4
9.2e-4,9.2e-4,9.2e-4,0.11816,9.2e-4,9.2e-4,9.2e-4,0.8745,9.2e-4,9.2e-4
6.4e-4,6.4e-4,6.4e-4,6.4e-4,6.4e-4,6.4e-4,0.99423,6.4e-4,6.4e-4,6.4e-4
0.99714,3.2e-4,3.2e-4,3.2e-4,3.2e-4,3.2e-4,3.2e-4,3.2e-4,3.2e-4,3.2e-4
1.4e-4,1.4e-4,0.042659999999999997,1.4e-4,1.4e-4,1.4e-4,1.4e-4,1.4e-4,1.4e-4,0.95622
0.41082,6.3e-4,0.31506,6.3e-4,6.3e-4,6.3e-4,6.3e-4,6.3e-4,0.26972,6.3e-4
0.42238,3.1e-4,0.38291,3.1e-4,3.1e-4,3.1e-4,3.1e-4,3.1e-4,0.11654,0.0763
0.20977,0.07605,0.42315,8.3e-4,8.3e-4,8.3e-4,8.3e-4,8.3e-4,0.28603,8.3e-4
4.3e-4,0.34082,0.65573,4.3e-4,4.3e-4,4.3e-4,4.3e-4,4.3e-4,4.3e-4,4.3e-4
5.7e-4,5.7e-4,0.07324,0.33661,5.7e-4,5.7e-4,5.7e-4,5.7e-4,0.58615,5.7e-4
0.32511,1.3e-4,1.3e-4,0.45922,1.3e-4,1.3e-4,0.00525,1.3e-4,0.07186,0.13788
4.9e-4,4.9e-4,0.7132,0.04789,4.9e-4,4.9e-4,0.23549,4.9e-4,4.9e-4,4.9e-4
8.9e-4,8.9e-4,0.75221,8.9e-4,0.09497,8.9e-4,0.14662,8.9e-4,8.9e-4,8.9e-4
0.2505,4.5e-4,4.5e-4,4.5e-4,4.5e-4,0.69346,4.5e-4,4.5e-4,0.05288,4.5e-4
0.00526,0.00526,0.95262,0.00526,0.00526,0.00526,0.00526,0.00526,0.00526,0.00526
2e-4,0.01772,2e-4,2e-4,2e-4,0.01816,0.68844,2e-4,2e-4,0.27449
0.20048,5.9e-4,0.11116,5.9e-4,5.9e-4,5.9e-4,5.9e-4,5.9e-4,0.68422,5.9e-4
0.02272,0.97293,5.4e-4,5.4e-4,5.4e-4,5.4e-4,5.4e-4,5.4e-4,5.4e-4,5.4e-4
0.03298,5e-4,0.12609,0.20903,0.05591,0.57351,5e-4,5e-4,5e-4,5e-4
0.85147,5.7e-4,5.7e-4,0.10382,5.7e-4,5.7e-4,5.7e-4,5.7e-4,0.04071,5.7e-4
3.6e-4,3.6e-4,3.6e-4,0.39856,0.06043,0.16334,0.14399,3.6e-4,0.23186,3.6e-4
3.8e-4,0.02463,3.8e-4,3.8e-4,3.8e-4,3.8e-4,0.9723,3.8e-4,3.8e-4,3.8e-4
0.68884,0.00118,0.22545,0.00118,0.00118,0.00118,0.07747,0.00118,0.00118,0.00118
0.14212,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,0.85585,2.5e-4,2.5e-4,2.5e-4
0.01982,0.19283,2.4e-4,2.4e-4,0.01399,2.4e-4,2.4e-4,2.4e-4,0.7719,2.4e-4
3.2e-4,3.2e-4,3.2e-4,3.2e-4,3.2e-4,3.2e-4,0.83036,3.2e-4,0.15031,0.01708
5e-4,5e-4,5e-4,0.06527,5e-4,5e-4,5e-4,0.93071,5e-4,5e-4
4e-4,0.90696,4e-4,0.03131,4e-4,4e-4,4e-4,4e-4,4e-4,0.05897
0.155,2.9e-4,2.9e-4,0.13785,2.9e-4,0.05095,2.9e-4,2.9e-4,2.9e-4,0.65448
2.3e-4,2.3e-4,0.99795,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4
7.5e-4,7.5e-4,0.99328,7.5e-4,7.5e-4,7.5e-4,7.5e-4,7.5e-4,7.5e-4,7.5e-4
0.28846,4.6e-4,0.14184,0.5665,4.6e-4,4.6e-4,4.6e-4,4.6e-4,4.6e-4,4.6e-4
6.2e-4,6.2e-4,0.61627,6.2e-4,6.2e-4,6.2e-4,6.2e-4,6.2e-4,6.2e-4,0.37879
0.05295,3.1e-4,0.10694,0.6873,3.1e-4,0.07343,3.1e-4,0.07782,3.1e-4,3.1e-4
0.34242,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,0.09393,0.56101
6.8e-4,0.07541,6.8e-4,6.8e-4,6.8e-4,6.8e-4,6.8e-4,6.8e-4,0.84565,0.07417
0.02387,0.42639,2.9e-4,0.24584,2.9e-4,2.9e-4,2.9e-4,2.9e-4,0.30214,2.9e-4
2.9e-4,2.9e-4,0.05887,0.08676,2.9e-4,2.9e-4,2.9e-4,2.9e-4,0.83496,0.01767
1.9e-4,0.19452,1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,0.58724,0.21691
9.6e-4,9.6e-4,0.3036,0.37657,9.6e-4,0.28231,9.6e-4,0.03175,9.6e-4,9.6e-4
5.3e-4,5.3e-4,0.1213,0.87444,5.3e-4,5.3e-4,5.3e-4,5.3e-4,5.3e-4,5.3e-4
0.004,0.004,0.96399,0.004,0.004,0.004,0.004,0.004,0.004,0.004
0.421,0.00217,0.5616,0.00217,0.00217,0.00217,0.00217,0.00217,0.00217,0.00218
1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,0.9988
1.3e-4,1.3e-4,1.3e-4,1.3e-4,0.04292,0.01204,1.3e-4,1.3e-4,1.3e-4,0.94409
